date,line_id,shift_id,sku_id,supplier_id,produced_units,scrap_units,planned_hours,runtime_hours,downtime_minutes,standard_cycle_time_sec
2024-01-03,L2,MORNING,SKU018,SUP_B,8817,436,8.0,7.65,21,3.0
2024-01-03,L2,MORNING,SKU007,SUP_B,8006,403,8.0,7.13,52,2.8
2024-01-03,L2,MORNING,SKU027,SUP_B,5517,275,8.0,7.23,46,4.2
2024-01-03,L2,MORNING,SKU012,SUP_D,3718,81,8.0,7.53,28,6.8
2024-01-03,L2,EVENING,SKU020,SUP_A,5417,118,8.0,7.82,11,5.0
2024-01-03,L2,EVENING,SKU008,SUP_D,6591,125,8.0,7.83,10,4.0
2024-01-03,L2,EVENING,SKU012,SUP_B,3787,181,8.0,7.55,27,6.8
2024-01-03,L2,EVENING,SKU003,SUP_D,6977,140,8.0,7.85,9,3.7
2024-01-03,L2,NIGHT,SKU003,SUP_D,6594,201,8.0,7.33,40,3.7
2024-01-03,L2,NIGHT,SKU012,SUP_A,3280,99,8.0,7.5,30,6.8
2024-01-03,L2,NIGHT,SKU027,SUP_C,6300,192,8.0,7.88,7,4.2
2024-01-03,L2,NIGHT,SKU018,SUP_D,8161,244,8.0,7.55,27,3.0
2024-01-03,L3,MORNING,SKU005,SUP_A,3592,59,8.0,7.67,20,7.2
2024-01-03,L3,MORNING,SKU020,SUP_A,5027,90,8.0,7.27,44,5.0
2024-01-03,L3,MORNING,SKU001,SUP_D,9034,175,8.0,7.65,21,2.7
2024-01-03,L3,MORNING,SKU013,SUP_C,3886,81,8.0,7.48,31,6.2
2024-01-03,L3,EVENING,SKU005,SUP_D,3521,64,8.0,7.62,23,7.2
2024-01-03,L3,EVENING,SKU008,SUP_D,6433,137,8.0,7.93,4,4.0
2024-01-03,L3,EVENING,SKU026,SUP_A,5360,110,8.0,7.63,22,4.6
2024-01-03,L3,EVENING,SKU020,SUP_C,4930,104,8.0,7.53,28,5.0
2024-01-03,L3,NIGHT,SKU008,SUP_A,6462,185,8.0,7.67,20,4.0
2024-01-03,L3,NIGHT,SKU005,SUP_C,3333,103,8.0,7.5,30,7.2
2024-01-03,L3,NIGHT,SKU026,SUP_A,5063,156,8.0,7.53,28,4.6
2024-01-03,L3,NIGHT,SKU025,SUP_A,5052,153,8.0,7.52,29,5.0
2024-01-04,L1,MORNING,SKU009,SUP_C,6420,126,8.0,7.47,32,4.1
2024-01-04,L1,MORNING,SKU011,SUP_A,4559,88,8.0,7.68,19,5.6
2024-01-04,L1,MORNING,SKU015,SUP_B,3621,77,8.0,7.68,19,7.0
2024-01-04,L1,MORNING,SKU029,SUP_A,5525,98,8.0,8.0,0,4.5
2024-01-04,L1,EVENING,SKU011,SUP_B,4242,90,8.0,7.63,22,5.6
2024-01-04,L1,EVENING,SKU026,SUP_B,5341,105,8.0,7.78,13,4.6
2024-01-04,L1,EVENING,SKU027,SUP_A,5441,103,8.0,7.47,32,4.2
2024-01-04,L1,EVENING,SKU003,SUP_B,6773,127,8.0,7.6,24,3.7
2024-01-04,L1,NIGHT,SKU015,SUP_A,3376,93,8.0,7.62,23,7.0
2024-01-04,L1,NIGHT,SKU027,SUP_B,5668,173,8.0,7.78,13,4.2
2024-01-04,L1,NIGHT,SKU011,SUP_C,4421,132,8.0,7.82,11,5.6
2024-01-04,L1,NIGHT,SKU029,SUP_D,5016,151,8.0,7.48,31,4.5
2024-01-04,L2,MORNING,SKU007,SUP_D,8796,176,8.0,7.38,37,2.8
2024-01-04,L2,MORNING,SKU018,SUP_C,7735,150,8.0,7.4,36,3.0
2024-01-04,L2,MORNING,SKU030,SUP_D,8021,166,8.0,7.2,48,3.0
2024-01-04,L2,MORNING,SKU020,SUP_C,5345,113,8.0,7.78,13,5.0
2024-01-04,L2,EVENING,SKU012,SUP_A,3391,61,8.0,7.52,29,6.8
2024-01-04,L2,EVENING,SKU027,SUP_D,5538,117,8.0,7.25,45,4.2
2024-01-04,L2,EVENING,SKU008,SUP_A,6416,128,8.0,7.58,25,4.0
2024-01-04,L2,EVENING,SKU007,SUP_D,8599,176,8.0,7.85,9,2.8
2024-01-04,L2,NIGHT,SKU030,SUP_B,7736,466,8.0,7.8,12,3.0
2024-01-04,L2,NIGHT,SKU012,SUP_A,3491,109,8.0,7.35,39,6.8
2024-01-04,L2,NIGHT,SKU020,SUP_B,4870,294,8.0,7.58,25,5.0
2024-01-04,L2,NIGHT,SKU018,SUP_D,8083,240,8.0,7.33,40,3.0
2024-01-04,L3,MORNING,SKU020,SUP_A,4898,99,8.0,7.53,28,5.0
2024-01-04,L3,MORNING,SKU005,SUP_A,3598,66,8.0,7.67,20,7.2
2024-01-04,L3,MORNING,SKU025,SUP_D,4845,98,8.0,7.68,19,5.0
2024-01-04,L3,MORNING,SKU008,SUP_C,6409,128,8.0,7.82,11,4.0
2024-01-04,L3,EVENING,SKU001,SUP_A,9261,183,8.0,7.52,29,2.7
2024-01-04,L3,EVENING,SKU008,SUP_A,6652,140,8.0,7.75,15,4.0
2024-01-04,L3,EVENING,SKU026,SUP_D,4816,96,8.0,7.22,47,4.6
2024-01-04,L3,EVENING,SKU020,SUP_B,5027,102,8.0,7.23,46,5.0
2024-01-04,L3,NIGHT,SKU025,SUP_B,5016,155,8.0,7.4,36,5.0
2024-01-04,L3,NIGHT,SKU020,SUP_A,4756,144,8.0,7.58,25,5.0
2024-01-04,L3,NIGHT,SKU008,SUP_D,5832,170,8.0,7.5,30,4.0
2024-01-04,L3,NIGHT,SKU001,SUP_D,9648,285,8.0,7.88,7,2.7
2024-01-05,L1,MORNING,SKU026,SUP_B,5089,105,8.0,7.6,24,4.6
2024-01-05,L1,MORNING,SKU011,SUP_A,4457,89,8.0,7.58,25,5.6
2024-01-05,L1,MORNING,SKU028,SUP_D,4348,88,8.0,7.63,22,6.0
2024-01-05,L1,MORNING,SKU015,SUP_D,3720,68,8.0,7.4,36,7.0
2024-01-05,L1,EVENING,SKU003,SUP_C,7471,146,8.0,8.0,0,3.7
2024-01-05,L1,EVENING,SKU028,SUP_A,4061,86,8.0,7.67,20,6.0
2024-01-05,L1,EVENING,SKU011,SUP_A,4700,86,8.0,7.73,16,5.6
2024-01-05,L1,EVENING,SKU009,SUP_C,6262,133,8.0,7.52,29,4.1
2024-01-05,L1,NIGHT,SKU003,SUP_A,6861,207,8.0,7.58,25,3.7
2024-01-05,L1,NIGHT,SKU009,SUP_C,5596,173,8.0,7.48,31,4.1
2024-01-05,L1,NIGHT,SKU011,SUP_A,4171,115,8.0,7.3,42,5.6
2024-01-05,L1,NIGHT,SKU027,SUP_D,6178,182,8.0,7.65,21,4.2
2024-01-05,L2,MORNING,SKU030,SUP_A,7821,158,8.0,7.52,29,3.0
2024-01-05,L2,MORNING,SKU027,SUP_A,5637,112,8.0,7.13,52,4.2
2024-01-05,L2,MORNING,SKU008,SUP_B,6454,325,8.0,7.4,36,4.0
2024-01-05,L2,MORNING,SKU018,SUP_A,8106,147,8.0,7.35,39,3.0
2024-01-05,L2,EVENING,SKU030,SUP_B,7708,382,8.0,7.5,30,3.0
2024-01-05,L2,EVENING,SKU007,SUP_A,8761,175,8.0,7.15,51,2.8
2024-01-05,L2,EVENING,SKU012,SUP_D,3510,68,8.0,7.8,12,6.8
2024-01-05,L2,EVENING,SKU020,SUP_A,4826,95,8.0,7.73,16,5.0
2024-01-05,L2,NIGHT,SKU003,SUP_B,6874,414,8.0,7.8,12,3.7
2024-01-05,L2,NIGHT,SKU030,SUP_C,7587,229,8.0,7.5,30,3.0
2024-01-05,L2,NIGHT,SKU008,SUP_C,6290,191,8.0,7.47,32,4.0
2024-01-05,L2,NIGHT,SKU018,SUP_D,7888,245,8.0,7.65,21,3.0
2024-01-05,L3,MORNING,SKU008,SUP_B,6591,131,8.0,7.57,26,4.0
2024-01-05,L3,MORNING,SKU020,SUP_B,5028,100,8.0,7.73,16,5.0
2024-01-05,L3,MORNING,SKU001,SUP_C,9388,191,8.0,7.52,29,2.7
2024-01-05,L3,MORNING,SKU025,SUP_A,4829,94,8.0,7.52,29,5.0
2024-01-05,L3,EVENING,SKU025,SUP_A,4836,99,8.0,7.58,25,5.0
2024-01-05,L3,EVENING,SKU005,SUP_A,3639,75,8.0,7.52,29,7.2
2024-01-05,L3,EVENING,SKU026,SUP_C,6096,122,8.0,8.0,0,4.6
2024-01-05,L3,EVENING,SKU020,SUP_D,4879,98,8.0,7.6,24,5.0
2024-01-05,L3,NIGHT,SKU008,SUP_D,5845,178,8.0,7.4,36,4.0
2024-01-05,L3,NIGHT,SKU015,SUP_B,3564,107,8.0,7.78,13,7.0
2024-01-05,L3,NIGHT,SKU001,SUP_D,8801,266,8.0,7.75,15,2.7
2024-01-05,L3,NIGHT,SKU020,SUP_C,5307,158,8.0,7.78,13,5.0
2024-01-06,L1,MORNING,SKU009,SUP_A,5984,120,8.0,7.3,42,4.1
2024-01-06,L1,MORNING,SKU029,SUP_A,5419,106,8.0,7.5,30,4.5
2024-01-06,L1,MORNING,SKU003,SUP_A,6248,119,8.0,7.37,38,3.7
2024-01-06,L1,MORNING,SKU015,SUP_A,3699,72,8.0,7.5,30,7.0
2024-01-06,L1,EVENING,SKU028,SUP_C,4099,79,8.0,7.55,27,6.0
2024-01-06,L1,EVENING,SKU027,SUP_A,5375,109,8.0,7.3,42,4.2
2024-01-06,L1,EVENING,SKU026,SUP_C,5726,107,8.0,7.58,25,4.6
2024-01-06,L1,EVENING,SKU003,SUP_B,6709,131,8.0,7.9,6,3.7
2024-01-06,L1,NIGHT,SKU003,SUP_B,7132,221,8.0,7.72,17,3.7
2024-01-06,L1,NIGHT,SKU015,SUP_B,3652,115,8.0,7.5,30,7.0
2024-01-06,L1,NIGHT,SKU011,SUP_C,3968,113,8.0,7.47,32,5.6
2024-01-06,L1,NIGHT,SKU027,SUP_D,5926,184,8.0,7.45,33,4.2
2024-01-06,L2,MORNING,SKU007,SUP_A,9463,187,8.0,7.63,22,2.8
2024-01-06,L2,MORNING,SKU018,SUP_A,7728,150,8.0,7.52,29,3.0
2024-01-06,L2,MORNING,SKU012,SUP_D,3777,75,8.0,7.63,22,6.8
2024-01-06,L2,MORNING,SKU003,SUP_D,6325,133,8.0,7.07,56,3.7
2024-01-06,L2,EVENING,SKU020,SUP_B,5173,247,8.0,7.58,25,5.0
2024-01-06,L2,EVENING,SKU008,SUP_A,6823,138,8.0,8.0,0,4.0
2024-01-06,L2,EVENING,SKU007,SUP_B,9433,476,8.0,7.67,20,2.8
2024-01-06,L2,EVENING,SKU003,SUP_B,6657,332,8.0,7.53,28,3.7
2024-01-06,L2,NIGHT,SKU003,SUP_B,6828,405,8.0,7.67,20,3.7
2024-01-06,L2,NIGHT,SKU012,SUP_A,3094,87,8.0,7.1,54,6.8
2024-01-06,L2,NIGHT,SKU020,SUP_C,5015,142,8.0,7.97,2,5.0
2024-01-06,L2,NIGHT,SKU007,SUP_B,8521,504,8.0,7.75,15,2.8
2024-01-06,L3,MORNING,SKU008,SUP_D,6002,121,8.0,7.6,24,4.0
2024-01-06,L3,MORNING,SKU013,SUP_B,4186,88,8.0,7.47,32,6.2
2024-01-06,L3,MORNING,SKU005,SUP_A,3280,75,8.0,7.65,21,7.2
2024-01-06,L3,MORNING,SKU020,SUP_A,5292,100,8.0,7.83,10,5.0
2024-01-06,L3,EVENING,SKU013,SUP_B,3994,75,8.0,7.72,17,6.2
2024-01-06,L3,EVENING,SKU020,SUP_C,4542,88,8.0,7.13,52,5.0
2024-01-06,L3,EVENING,SKU008,SUP_A,6669,126,8.0,7.63,22,4.0
2024-01-06,L3,EVENING,SKU015,SUP_A,3804,82,8.0,7.95,3,7.0
2024-01-06,L3,NIGHT,SKU015,SUP_B,3155,98,8.0,7.43,34,7.0
2024-01-06,L3,NIGHT,SKU005,SUP_D,3445,100,8.0,7.7,18,7.2
2024-01-06,L3,NIGHT,SKU026,SUP_B,5412,150,8.0,7.82,11,4.6
2024-01-06,L3,NIGHT,SKU025,SUP_B,4748,142,8.0,7.57,26,5.0
2024-01-07,L1,MORNING,SKU026,SUP_B,5473,114,8.0,7.8,12,4.6
2024-01-07,L1,MORNING,SKU015,SUP_D,3784,74,8.0,7.58,25,7.0
2024-01-07,L1,MORNING,SKU027,SUP_B,6152,119,8.0,7.9,6,4.2
2024-01-07,L1,MORNING,SKU028,SUP_B,4167,87,8.0,7.53,28,6.0
2024-01-07,L1,EVENING,SKU003,SUP_A,6484,127,8.0,7.4,36,3.7
2024-01-07,L1,EVENING,SKU011,SUP_D,4315,89,8.0,7.6,24,5.6
2024-01-07,L1,EVENING,SKU028,SUP_A,4197,91,8.0,7.47,32,6.0
2024-01-07,L1,EVENING,SKU029,SUP_B,5949,119,8.0,7.67,20,4.5
2024-01-07,L1,NIGHT,SKU026,SUP_B,5353,164,8.0,7.35,39,4.6
2024-01-07,L1,NIGHT,SKU027,SUP_B,5994,179,8.0,7.58,25,4.2
2024-01-07,L1,NIGHT,SKU003,SUP_A,6244,185,8.0,7.18,49,3.7
2024-01-07,L1,NIGHT,SKU009,SUP_B,5953,182,8.0,7.67,20,4.1
2024-01-07,L2,MORNING,SKU007,SUP_D,8249,168,8.0,7.43,34,2.8
2024-01-07,L2,MORNING,SKU030,SUP_B,7803,388,8.0,7.18,49,3.0
2024-01-07,L2,MORNING,SKU003,SUP_A,7307,148,8.0,7.83,10,3.7
2024-01-07,L2,MORNING,SKU012,SUP_B,3505,181,8.0,7.22,47,6.8
2024-01-07,L2,EVENING,SKU007,SUP_A,8909,177,8.0,7.55,27,2.8
2024-01-07,L2,EVENING,SKU020,SUP_D,4626,93,8.0,7.45,33,5.0
2024-01-07,L2,EVENING,SKU030,SUP_D,8206,163,8.0,7.32,41,3.0
2024-01-07,L2,EVENING,SKU008,SUP_B,5961,292,8.0,7.75,15,4.0
2024-01-07,L2,NIGHT,SKU003,SUP_D,6626,200,8.0,7.23,46,3.7
2024-01-07,L2,NIGHT,SKU008,SUP_D,5777,171,8.0,7.22,47,4.0
2024-01-07,L2,NIGHT,SKU007,SUP_D,8145,248,8.0,7.65,21,2.8
2024-01-07,L2,NIGHT,SKU027,SUP_A,6212,192,8.0,7.67,20,4.2
2024-01-07,L3,MORNING,SKU026,SUP_C,5367,110,8.0,7.92,5,4.6
2024-01-07,L3,MORNING,SKU001,SUP_D,9732,200,8.0,7.55,27,2.7
2024-01-07,L3,MORNING,SKU020,SUP_B,5237,95,8.0,8.0,0,5.0
2024-01-07,L3,MORNING,SKU015,SUP_A,3352,68,8.0,7.57,26,7.0
2024-01-07,L3,EVENING,SKU001,SUP_A,8936,188,8.0,7.7,18,2.7
2024-01-07,L3,EVENING,SKU005,SUP_D,3423,61,8.0,7.47,32,7.2
2024-01-07,L3,EVENING,SKU020,SUP_A,4531,88,8.0,7.35,39,5.0
2024-01-07,L3,EVENING,SKU013,SUP_D,4129,85,8.0,7.7,18,6.2
2024-01-07,L3,NIGHT,SKU020,SUP_B,5365,156,8.0,7.9,6,5.0
2024-01-07,L3,NIGHT,SKU005,SUP_D,3134,94,8.0,7.15,51,7.2
2024-01-07,L3,NIGHT,SKU013,SUP_A,3945,125,8.0,7.63,22,6.2
2024-01-07,L3,NIGHT,SKU026,SUP_B,5361,165,8.0,7.55,27,4.6
2024-01-08,L1,MORNING,SKU028,SUP_B,4034,81,8.0,7.78,13,6.0
2024-01-08,L1,MORNING,SKU029,SUP_D,5524,104,8.0,7.62,23,4.5
2024-01-08,L1,MORNING,SKU009,SUP_A,5852,110,8.0,7.37,38,4.1
2024-01-08,L1,MORNING,SKU027,SUP_A,5837,128,8.0,7.3,42,4.2
2024-01-08,L1,EVENING,SKU003,SUP_C,6802,143,8.0,7.48,31,3.7
2024-01-08,L1,EVENING,SKU027,SUP_C,6275,134,8.0,7.62,23,4.2
2024-01-08,L1,EVENING,SKU028,SUP_D,4227,80,8.0,7.52,29,6.0
2024-01-08,L1,EVENING,SKU011,SUP_B,4606,85,8.0,7.5,30,5.6
2024-01-08,L1,NIGHT,SKU029,SUP_C,5119,142,8.0,7.57,26,4.5
2024-01-08,L1,NIGHT,SKU027,SUP_A,5596,160,8.0,7.63,22,4.2
2024-01-08,L1,NIGHT,SKU011,SUP_A,4167,127,8.0,7.67,20,5.6
2024-01-08,L1,NIGHT,SKU003,SUP_C,6764,198,8.0,7.57,26,3.7
2024-01-08,L2,MORNING,SKU008,SUP_C,6400,126,8.0,7.72,17,4.0
2024-01-08,L2,MORNING,SKU007,SUP_D,9519,184,8.0,7.82,11,2.8
2024-01-08,L2,MORNING,SKU027,SUP_A,5919,117,8.0,7.7,18,4.2
2024-01-08,L2,MORNING,SKU012,SUP_B,3762,188,8.0,7.5,30,6.8
2024-01-08,L2,EVENING,SKU012,SUP_D,4011,86,8.0,7.98,1,6.8
2024-01-08,L2,EVENING,SKU018,SUP_D,7809,155,8.0,7.0,60,3.0
2024-01-08,L2,EVENING,SKU030,SUP_A,7934,148,8.0,7.68,19,3.0
2024-01-08,L2,EVENING,SKU008,SUP_B,6208,304,8.0,7.47,32,4.0
2024-01-08,L2,NIGHT,SKU030,SUP_B,7420,444,8.0,7.18,49,3.0
2024-01-08,L2,NIGHT,SKU018,SUP_A,7478,226,8.0,6.98,61,3.0
2024-01-08,L2,NIGHT,SKU003,SUP_B,7251,428,8.0,7.9,6,3.7
2024-01-08,L2,NIGHT,SKU020,SUP_D,4682,139,8.0,7.72,17,5.0
2024-01-08,L3,MORNING,SKU026,SUP_A,5386,101,8.0,7.82,11,4.6
2024-01-08,L3,MORNING,SKU005,SUP_B,3426,68,8.0,7.57,26,7.2
2024-01-08,L3,MORNING,SKU025,SUP_B,5223,97,8.0,7.63,22,5.0
2024-01-08,L3,MORNING,SKU001,SUP_B,8901,166,8.0,7.85,9,2.7
2024-01-08,L3,EVENING,SKU001,SUP_C,9294,174,8.0,7.73,16,2.7
2024-01-08,L3,EVENING,SKU013,SUP_B,3760,68,8.0,7.4,36,6.2
2024-01-08,L3,EVENING,SKU015,SUP_C,3775,77,8.0,7.87,8,7.0
2024-01-08,L3,EVENING,SKU025,SUP_D,4873,105,8.0,7.5,30,5.0
2024-01-08,L3,NIGHT,SKU005,SUP_A,3101,99,8.0,7.33,40,7.2
2024-01-08,L3,NIGHT,SKU001,SUP_D,9213,274,8.0,7.48,31,2.7
2024-01-08,L3,NIGHT,SKU026,SUP_A,5043,151,8.0,7.53,28,4.6
2024-01-08,L3,NIGHT,SKU015,SUP_A,3469,95,8.0,7.73,16,7.0
2024-01-09,L1,MORNING,SKU015,SUP_D,3353,72,8.0,7.43,34,7.0
2024-01-09,L1,MORNING,SKU011,SUP_A,4522,95,8.0,8.0,0,5.6
2024-01-09,L1,MORNING,SKU003,SUP_C,7091,141,8.0,7.83,10,3.7
2024-01-09,L1,MORNING,SKU027,SUP_C,6276,130,8.0,7.53,28,4.2
2024-01-09,L1,EVENING,SKU027,SUP_A,6076,124,8.0,7.48,31,4.2
2024-01-09,L1,EVENING,SKU003,SUP_B,7020,146,8.0,7.88,7,3.7
2024-01-09,L1,EVENING,SKU015,SUP_D,3737,81,8.0,7.63,22,7.0
2024-01-09,L1,EVENING,SKU026,SUP_B,5493,102,8.0,7.48,31,4.6
2024-01-09,L1,NIGHT,SKU028,SUP_C,3696,119,8.0,7.12,53,6.0
2024-01-09,L1,NIGHT,SKU029,SUP_B,4893,146,8.0,7.35,39,4.5
2024-01-09,L1,NIGHT,SKU027,SUP_B,5956,170,8.0,7.53,28,4.2
2024-01-09,L1,NIGHT,SKU015,SUP_C,3343,92,8.0,7.57,26,7.0
2024-01-09,L2,MORNING,SKU020,SUP_B,5191,265,8.0,7.65,21,5.0
2024-01-09,L2,MORNING,SKU018,SUP_A,8912,177,8.0,7.72,17,3.0
2024-01-09,L2,MORNING,SKU008,SUP_A,6324,119,8.0,7.42,35,4.0
2024-01-09,L2,MORNING,SKU003,SUP_C,6884,149,8.0,7.7,18,3.7
2024-01-09,L2,EVENING,SKU030,SUP_B,8345,414,8.0,7.57,26,3.0
